0.6456999999999999,-0.0
0.6405,0.00019395226403148052
0.6329,0.00027785650782824424
0.6275999999999999,0.00018986121780031022
0.6188,0.0003082314165880391
0.6125,0.00021534968031764354
0.6061,0.00021427842610095734
0.5997,0.00020980060898359015
0.5929,0.00021805967594022246
0.586,0.0002162121614883123
0.5792,0.00020815503874373553
0.5710000000000001,0.0002445907731195386
0.5642,0.00019757455170361815
0.5562,0.00022642047707732517
0.5478999999999999,0.0002281262314630783
0.542,0.00015801622860859386
0.5339,0.00021140203920894292
0.5274,0.0001650696568451224
0.5153,0.00029661679967944976
0.5103,0.00011857731237798222
0.5001,0.00023478683027571313
0.49079999999999996,0.00020588631953298727
0.48469999999999996,0.0001308766519067345
0.4733,0.00023590030459816073
0.465,0.00016475742117167032
0.45630000000000004,0.0001664970094022214
0.44409999999999994,0.0002230126575752479
0.4372,0.0001208307964127213
0.4133,0.0003898818084572426
0.41200000000000003,1.9963631045747526e-05
0.40490000000000004,0.0001068265516157841
